hospital_id,hospital_name,hospital_type,ownership_type,city,state,bed_capacity,accreditation_status,established_year
HOS0172,Omaha Community Health Center,Specialty Clinic,Government,Omaha,NE,200.0,Not Accredited,2015
HOS0061,Little Rock General Hospital,Teaching Hospital,Private,Little Rock,AR,750.0,  Not Accredited,1924
HOS0098,Grand Rapids Regional Hospital,general hospital,Non-Profit,  Grand Rapids  ,MI,1000.0,JCI Accredited,1992
HOS0028,Tucson Regional Hospital #028,General Hospital,Government,Tucson,  Az  ,1000.0,CMS Certified,1965
HOS0018,Little Rock Medical Center,Children's Hospital,Non-Profit,Little Rock,AR,400.0,jci accredited,1934
HOS0235,Charlotte General Hospital #235   ,General Hospital,University-Affiliated,Charlotte,nc,400.0,JCI Accredited,1977
HOS0237,MILWAUKEE CLINIC,GENERAL  HOSPITAL,Non-Profit,  Milwaukee,WI,75.0,,1925
HOS0151,Fresno University Hospital,specialty clinic,University-Affiliated,Fresno,CA,50.0,Not Accredited,2015
HOS0295,Austin Memorial Hospital #295,COMMUNITY HOSPITAL,University-Affiliated,AUSTIN   ,  TX,500.0,CMS Certified,1972
HOS0068,Richmond University Hospital,Specialty Clinic,,Richmond,VA,300.0,Jci Accredited,1958
HOS0225,Austin Clinic,teaching hospital   ,,Austin,tx,300.0,  JCI ACCREDITED,1951
HOS0166,Miami University Hospital,Community Hospital,,Miami,FL,150.0,CMS Certified,1993
HOS0041,Boise Regional Hospital #041,Teaching Hospital,Private,Boise,ID,200.0,CMS Certified,1936
HOS0278,Charleston Memorial Hospital #278   ,TEACHING HOSPITAL,Government,Charleston,SC,75.0,Not Accredited,2004
HOS0261,Savannah Medical Center,Teaching Hospital,private,Savannah,GA,100.0,CMS Certified,1934
HOS0132,SAN FRANCISCO MEMORIAL HOSPITAL   ,General Hospital,,San Francisco,CA,150.0,JCI Accredited,2006
HOS0078,Portland University Hospital #078,Children's Hospital,University-Affiliated,Portland,OR   ,100.0,CMS Certified,1977
HOS0300,Spokane Memorial Hospital #300,General Hospital,Non-Profit,Spokane,WA,150.0,,1936
HOS0197,Cleveland Clinic #197,General Hospital,,cleveland   ,OH,250.0,NABH Accredited,1928
HOS0054,Springfield Regional Hospital   ,Specialty Clinic,Government,Springfield,IL,250.0,CMS Certified,1999
HOS0126,LITTLE ROCK MEMORIAL HOSPITAL,Community Hospital,Government,Little Rock,AR,1000.0,NABH Accredited,1953
HOS0010,DETROIT UNIVERSITY HOSPITAL,Teaching Hospital   ,  Private,Detroit,MI,100.0,CMS Certified,1931
HOS0079,Wichita Memorial Hospital,Specialty Clinic,Non-Profit,Wichita,KS,500.0,CMS Certified,2000
HOS0032,  MIAMI REGIONAL HOSPITAL,General Hospital,University-Affiliated,miami,FL,500.0,JCI Accredited,1926
HOS0283,Jacksonville Health System,General Hospital,  Private,Jacksonville,FL,1000.0,Not Accredited,1966
HOS0076,Jackson Health System #076,Children's Hospital   ,University-Affiliated,Jackson,MS,50.0,NABH  Accredited,1935
HOS0236,New Orleans Regional Hospital #236,teaching hospital,University-Affiliated,New Orleans,LA,500.0,nabh accredited,1927
HOS0159,  Phoenix Health System #159,Teaching Hospital,Government,Phoenix,AZ,,Not Accredited,1927
HOS0055,Des Moines Health System,Specialty Clinic,Private,Des Moines,IA,100.0,CMS Certified,1923
HOS0251,  Columbia Clinic,Specialty Clinic,,Columbia,SC,,  CMS Certified,1944
HOS0166,Miami University Hospital,Community Hospital,,Miami,FL,150.0,CMS Certified,1993
HOS0265,Orlando Medical Center #265,Children's Hospital,Non-Profit,Orlando,fl,150.0,CMS Certified,1943
HOS0052,Virginia Beach Health System #052,Children's Hospital,Government,  Virginia Beach  ,VA,250.0,NABH Accredited,1975
HOS0108,  san francisco regional hospital,Community Hospital,University-Affiliated,San Francisco,CA,,JCI Accredited,1931
HOS0060,worcester memorial hospital #060,Teaching Hospital,University-Affiliated,worcester,MA,1000.0,Not Accredited,1923
HOS0086,Austin University Hospital #086,CHILDREN'S HOSPITAL   ,,austin,TX,400.0,NABH Accredited,1954
HOS0019,Charleston Community Health Center #019,Teaching Hospital,Private,Charleston,SC,50.0,NABH Accredited,1992
HOS0182,  Orlando General Hospital,Specialty Clinic,Private,Orlando,FL,300.0,CMS Certified,1967
HOS0200,Seattle Clinic,Specialty Clinic,University-Affiliated,Seattle   ,WA,,CMS Certified,1971
HOS0238,Minneapolis Regional Hospital,  Community Hospital,,  minneapolis,MN,500.0,NABH Accredited,1966
HOS0232,Spokane Community Health Center #232,Specialty Clinic,University-Affiliated,Spokane,WA,75.0,CMS Certified,1976
HOS0199,PORTLAND UNIVERSITY HOSPITAL #199,General Hospital,Government,Portland,OR,1000.0,NABH Accredited,1975
HOS0233,Baton Rouge Memorial Hospital,Teaching Hospital,Government,baton rouge,LA,250.0,JCI Accredited,1959
HOS0280,  Richmond Clinic #280,teaching hospital,University-Affiliated,Richmond,VA,,Not Accredited,1998
HOS0297,Anchorage Clinic,Children's Hospital   ,Non-Profit,Anchorage,AK,100.0,NABH Accredited,1936
HOS0191,Los Angeles General Hospital,General Hospital,Private,Los Angeles,CA,50.0,Not Accredited,1950
HOS0023,Raleigh Clinic,General Hospital,Private,Raleigh,NC,150.0,JCI Accredited,1963
HOS0223,  Newark University Hospital,  Children's Hospital,University-Affiliated,Newark,NJ,1000.0,CMS Certified,1957
HOS0115,Orlando Medical Center #115   ,  Children's Hospital  ,PRIVATE,Orlando,fl,200.0,JCI Accredited,1926
HOS0152,Detroit Clinic,  Community Hospital,University-Affiliated,DETROIT,MI,,NABH Accredited,1983
HOS0177,  Omaha Memorial Hospital,Children's Hospital   ,Government   ,Omaha   ,NE,400.0,Not Accredited,2006
HOS0188,Raleigh Community Health Center,SPECIALTY CLINIC,PRIVATE   ,Raleigh,NC,750.0,NABH Accredited,1928
HOS0074,Milwaukee University Hospital #074,Children's Hospital,Private,Milwaukee,WI,300.0,CMS Certified,1971
HOS0218,  Boise Regional Hospital #218,Community Hospital,Government,Boise,ID,50.0,NABH Accredited,1958
HOS0241,San Jose University Hospital   ,Teaching Hospital,Non-Profit,San Jose,CA,1000.0,,1962
HOS0146,New Orleans Regional Hospital #146,Community Hospital   ,  Private  ,New Orleans,LA,300.0,NABH Accredited,1996
HOS0051,Houston University Hospital,Children's Hospital,,Houston,TX,75.0,JCI Accredited,2008
HOS0256,Sacramento Health System,Community Hospital,,Sacramento,CA,150.0,CMS Certified,1964
HOS0096,milwaukee health system #096,Children's Hospital,Government,Milwaukee,WI,100.0,Not Accredited,1933
HOS0099,St. Louis Medical Center #099,Teaching Hospital,UNIVERSITY-AFFILIATED   ,St. Louis,MO,1000.0,Not Accredited,1928
HOS0208,Buffalo Community Health Center #208,General Hospital,Non-Profit,Buffalo,NY,,  NABH Accredited  ,1974
HOS0004,Provo Regional Hospital,Teaching Hospital,Government,Provo,UT,750.0,NABH Accredited,1988
HOS0060,worcester memorial hospital #060,Teaching Hospital,University-Affiliated,worcester,MA,1000.0,Not Accredited,1923
HOS0289,  Virginia Beach Clinic #289,Specialty Clinic   ,Non-Profit,Virginia Beach,VA,400.0,,1935
HOS0162,  Anchorage University Hospital #162,Children's Hospital,Private,Anchorage,AK,400.0,NABH Accredited,1949
HOS0244,Honolulu Community Health Center,Specialty Clinic,Government,Honolulu,hi,1000.0,CMS Certified,1985
HOS0169,  Salt Lake City Clinic #169,Teaching Hospital,private,SALT LAKE CITY,UT,750.0,Not Accredited,1948
HOS0050,Grand Rapids Community Health Center #050,Specialty  Clinic,,Grand Rapids,MI,100.0,CMS Certified,1990
HOS0137,Springfield Clinic #137,Teaching Hospital,University-Affiliated,Springfield,IL,500.0,JCI Accredited,1978
HOS0031,INDIANAPOLIS CLINIC,specialty clinic,University-Affiliated,indianapolis,IN,100.0,Not Accredited,1979
HOS0200,Seattle Clinic,Specialty Clinic,University-Affiliated,Seattle   ,WA,,CMS Certified,1971
HOS0195,Charlotte Medical Center,Children's Hospital,  Non-Profit  ,Charlotte,NC,400.0,JCI Accredited,1927
HOS0057,Wichita Health System,general hospital,University-Affiliated,Wichita,KS,50.0,CMS Certified,1948
HOS0202,Raleigh Memorial Hospital,Teaching Hospital,Private,Raleigh,NC,1000.0,CMS Certified,1928
HOS0150,Boston University Hospital #150,Community Hospital   ,Non-Profit,BOSTON,MA,150.0,NABH Accredited,1993
HOS0022,New Orleans Regional Hospital #022,Teaching Hospital,University-Affiliated,New Orleans,LA,1000.0,Not Accredited,1976
HOS0184,  Milwaukee University Hospital #184  ,Teaching Hospital,Government,Milwaukee,  WI,250.0,NABH Accredited,1976
HOS0001,Des Moines Community Health Center #001,Children's Hospital,Private,Des Moines,IA,,JCI Accredited,2004
HOS0053,SAN JOSE HEALTH SYSTEM,general hospital,Non-Profit,San Jose   ,CA,250.0,JCI Accredited,1965
HOS0127,Cincinnati Regional Hospital,Community Hospital,,Cincinnati,oh,500.0,NABH Accredited,2002
HOS0295,Austin Memorial Hospital #295,COMMUNITY HOSPITAL,University-Affiliated,AUSTIN   ,  TX,500.0,CMS Certified,1972
HOS0045,Portland Clinic,Children's Hospital,,Portland,OR,750.0,JCI Accredited,2005
HOS0165,Jacksonville Memorial Hospital #165,Community Hospital,Non-Profit,Jacksonville,FL,400.0,Not Accredited,1945
HOS0020,Tampa General Hospital,General Hospital   ,University-Affiliated,Tampa,FL   ,,NABH Accredited,1936
HOS0201,Birmingham University Hospital,General Hospital,Non-Profit,Birmingham,AL,300.0,Not Accredited,2005
HOS0095,Birmingham General Hospital,  Children's Hospital,Private,Birmingham   ,AL,400.0,Not Accredited,1967
HOS0110,Kansas City Community Health Center #110,Community Hospital,Non-Profit,kansas city,MO,300.0,Not Accredited,1965
HOS0253,Orlando University Hospital #253,Specialty Clinic   ,Private,Orlando,FL,750.0,NABH Accredited,1952
HOS0059,Virginia Beach Medical Center #059,SPECIALTY CLINIC   ,University-Affiliated,  Virginia Beach,VA,,  Not Accredited  ,1928
HOS0115,Orlando Medical Center #115   ,  Children's Hospital  ,PRIVATE,Orlando,fl,200.0,JCI Accredited,1926
HOS0088,Oklahoma City University Hospital #088,Specialty Clinic,University-Affiliated,  Oklahoma City  ,OK,,,1970
HOS0198,BALTIMORE HEALTH SYSTEM,  Teaching Hospital,Non-Profit,Baltimore,MD,300.0,Not Accredited,1978
HOS0175,  BUFFALO COMMUNITY HEALTH CENTER #175,General Hospital,University-Affiliated,buffalo,NY,75.0,NABH Accredited,1948
HOS0123,Kansas City Regional Hospital,Teaching Hospital,GOVERNMENT,Kansas City,MO,100.0,NABH Accredited,1942
